id HubbleType isElliptical
231903 - Elliptical
237574 LBS LBS
237577 Sab-Scd NotElliptical
237591 S0-Sa NotElliptical
237628 Sab-Scd NotElliptical
237656 S0-Sa NotElliptical
237661 Sd-Irr NotElliptical
237732 - LBS
237839 Sd-Irr NotElliptical
237981 - LBS
237990 Sd-Irr NotElliptical
238072 Sd-Irr NotElliptical
238080 Sd-Irr NotElliptical
238085 Sd-Irr NotElliptical
238090 Sd-Irr NotElliptical
238092 Sd-Irr NotElliptical
238094 Sd-Irr NotElliptical
238115 Sd-Irr NotElliptical
238118 E Elliptical
238119 E Elliptical
238121 Sd-Irr NotElliptical
238122 Sd-Irr NotElliptical
238123 - Elliptical
238125 Sd-Irr NotElliptical
238130 - Elliptical
238131 Sd-Irr NotElliptical
238155 - Elliptical
238159 Sab-Scd NotElliptical
238164 Sd-Irr NotElliptical
238185 Sd-Irr NotElliptical
238187 Sd-Irr NotElliptical
238198 E Elliptical
238203 S0-Sa NotElliptical
238204 S0-Sa NotElliptical
238205 E Elliptical
238208 Sab-Scd NotElliptical
238209 - Elliptical
238211 E Elliptical
238212 E Elliptical
238214 E Elliptical
238216 Sab-Scd NotElliptical
238217 E Elliptical
238218 E Elliptical
238219 E Elliptical
238221 Sab-Scd NotElliptical
238226 Sab-Scd NotElliptical
238238 LBS LBS
238240 Sd-Irr NotElliptical
238242 Sd-Irr NotElliptical
238252 Sd-Irr NotElliptical
238278 E Elliptical
238304 LBS NotElliptical
238308 Sd-Irr NotElliptical
238316 E Elliptical
238317 - Elliptical
238325 E Elliptical
238326 LBS NotElliptical
238328 Sab-Scd NotElliptical
238351 Sab-Scd NotElliptical
238358 S0-Sa NotElliptical
238359 LBS NotElliptical
238360 Sab-Scd NotElliptical
238365 Sab-Scd NotElliptical
238367 Sd-Irr NotElliptical
238368 Sab-Scd NotElliptical
238369 Sab-Scd NotElliptical
238377 Sd-Irr NotElliptical
238379 Sd-Irr NotElliptical
238381 Sd-Irr NotElliptical
238392 Sab-Scd NotElliptical
238393 Sab-Scd NotElliptical
238395 Sab-Scd NotElliptical
238398 E Elliptical
238399 Sd-Irr NotElliptical
238400 Sab-Scd NotElliptical
238402 Sd-Irr NotElliptical
238405 LBS NotElliptical
238409 E Elliptical
238411 E Elliptical
238412 S0-Sa NotElliptical
238413 Sd-Irr NotElliptical
238443 Sd-Irr NotElliptical
238445 S0-Sa NotElliptical
238453 E Elliptical
238456 Sd-Irr NotElliptical
238458 - Elliptical
238460 LBS LBS
238480 Sd-Irr NotElliptical
238482 Sd-Irr NotElliptical
238486 Sd-Irr NotElliptical
238496 Sab-Scd NotElliptical
238499 - Elliptical
238500 E Elliptical
238510 E Elliptical
238511 - Elliptical
238522 Sd-Irr NotElliptical
238525 Sd-Irr NotElliptical
238566 LBS LBS
238604 - LBS
238690 - LBS
238717 Sd-Irr LBS
238795 Sd-Irr NotElliptical
238803 LBS LBS
238804 - Elliptical
238825 - LBS
238862 Sd-Irr NotElliptical
238922 E Elliptical
238958 - Elliptical
238982 Sd-Irr NotElliptical
238986 Sd-Irr NotElliptical
239001 Sd-Irr NotElliptical
239022 LBS NotElliptical
239055 LBS NotElliptical
239072 Sd-Irr LBS
239073 Sd-Irr NotElliptical
239090 - Elliptical
239106 - Elliptical
239131 LBS LBS
239134 Sd-Irr NotElliptical
239137 Sd-Irr NotElliptical
239151 - Elliptical
239153 - LBS
239157 LBS LBS
239172 Sd-Irr NotElliptical
239184 Sab-Scd NotElliptical
239186 Sd-Irr NotElliptical
239199 Sd-Irr NotElliptical
239212 LBS NotElliptical
239218 Sab-Scd NotElliptical
239237 LBS NotElliptical
239239 Sd-Irr NotElliptical
239254 - LBS
239255 Sd-Irr NotElliptical
239260 Sd-Irr NotElliptical
239264 - Elliptical
239276 Sd-Irr NotElliptical
239291 Sd-Irr NotElliptical
239292 E Elliptical
239347 Sd-Irr NotElliptical
239361 Sd-Irr NotElliptical
239376 Sab-Scd NotElliptical
239414 LBS NotElliptical
239415 Sab-Scd NotElliptical
239418 - Elliptical
239423 - LBS
239424 Sd-Irr NotElliptical
239447 Sd-Irr NotElliptical
239478 Sd-Irr NotElliptical
239490 Sd-Irr NotElliptical
239560 Sab-Scd NotElliptical
239610 - Elliptical
239633 Sd-Irr NotElliptical
239682 Sd-Irr NotElliptical
239696 Sd-Irr NotElliptical
239719 Sab-Scd NotElliptical
239720 Sab-Scd NotElliptical
239857 Sd-Irr NotElliptical
239941 Sd-Irr NotElliptical
240018 LBS LBS
240021 - Elliptical
240049 - Elliptical
240051 LBS LBS
240087 - LBS
240108 S0-Sa NotElliptical
240114 Sd-Irr NotElliptical
240154 LBS NotElliptical
240200 - Elliptical
240202 Sab-Scd NotElliptical
240205 Sd-Irr NotElliptical
240226 - LBS
240263 Sd-Irr NotElliptical
240271 Sd-Irr NotElliptical
240352 Sab-Scd NotElliptical
240432 S0-Sa NotElliptical
240441 Sd-Irr NotElliptical
240453 Sab-Scd NotElliptical
240490 Sd-Irr NotElliptical
240523 - Elliptical
240580 Sd-Irr NotElliptical
240581 Sd-Irr NotElliptical
240601 - Elliptical
249482 Sab-Scd LBS
249488 Sab-Scd NotElliptical
249572 - Elliptical
249748 - LBS
249749 - LBS
249822 Sd-Irr NotElliptical
249829 - Elliptical
249877 - LBS
249878 Sd-Irr NotElliptical
249879 LBS LBS
249880 LBS NotElliptical
249881 Sd-Irr NotElliptical
249902 Sd-Irr NotElliptical
249915 E Elliptical
249934 - Elliptical
249973 Sd-Irr NotElliptical
250025 Sd-Irr NotElliptical
250038 Sab-Scd NotElliptical
250046 E Elliptical
250076 Sd-Irr NotElliptical
250110 - LBS
250121 S0-Sa NotElliptical
250131 LBS LBS
250134 Sab-Scd NotElliptical
250171 Sab-Scd NotElliptical
250172 Sd-Irr NotElliptical
250179 E Elliptical
250181 E LBS
250182 S0-Sa NotElliptical
250183 E Elliptical
250184 E Elliptical
250186 E Elliptical
250190 LBS LBS
250192 S0-Sa NotElliptical
250207 Sd-Irr NotElliptical
250219 LBS NotElliptical
250226 E Elliptical
250229 S0-Sa NotElliptical
250232 S0-Sa NotElliptical
250233 Sab-Scd NotElliptical
250235 S0-Sa NotElliptical
250237 E Elliptical
250239 E Elliptical
250241 E Elliptical
250243 E Elliptical
250245 E Elliptical
250246 E Elliptical
250247 E Elliptical
250248 E Elliptical
250249 S0-Sa NotElliptical
250250 E Elliptical
250251 E Elliptical
250252 E Elliptical
250256 E Elliptical
250257 E Elliptical
250258 E Elliptical
250259 E Elliptical
250261 S0-Sa NotElliptical
250268 E Elliptical
250269 E Elliptical
250271 Sd-Irr NotElliptical
250272 S0-Sa NotElliptical
250273 E Elliptical
250275 S0-Sa NotElliptical
250276 E Elliptical
250278 E Elliptical
250279 - Elliptical
250280 Sd-Irr NotElliptical
250292 E Elliptical
250300 Sab-Scd NotElliptical
250301 Sd-Irr NotElliptical
250306 Sd-Irr NotElliptical
250325 E Elliptical
250326 Sd-Irr NotElliptical
250331 E Elliptical
250332 S0-Sa NotElliptical
250333 Sd-Irr LBS
250336 - Elliptical
250337 - Elliptical
250357 Sab-Scd NotElliptical
250367 Sab-Scd NotElliptical
250368 LBS NotElliptical
250371 Sd-Irr NotElliptical
250378 E Elliptical
250384 S0-Sa NotElliptical
250396 E Elliptical
250407 Sd-Irr NotElliptical
250408 S0-Sa NotElliptical
250422 LBS NotElliptical
250440 Sd-Irr NotElliptical
250441 Sd-Irr NotElliptical
250442 Sd-Irr NotElliptical
250445 Sd-Irr NotElliptical
250448 Sd-Irr NotElliptical
250464 E Elliptical
250465 S0-Sa NotElliptical
250468 - LBS
250470 S0-Sa NotElliptical
250471 E Elliptical
250472 - Elliptical
250501 Sd-Irr NotElliptical
250503 Sd-Irr NotElliptical
250528 - LBS
250538 Sd-Irr LBS
250568 - Elliptical
250574 - LBS
250608 - Elliptical
250639 Sd-Irr NotElliptical
250649 Sd-Irr NotElliptical
250661 Sab-Scd LBS
250663 - Elliptical
250665 - Elliptical
250666 Sab-Scd NotElliptical
250669 - LBS
250690 Sd-Irr NotElliptical
250784 Sd-Irr NotElliptical
250797 LBS LBS
250800 - Elliptical
250833 S0-Sa NotElliptical
250834 - Elliptical
250843 - Elliptical
250845 - Elliptical
250873 Sab-Scd NotElliptical
250881 Sd-Irr NotElliptical
250933 Sd-Irr NotElliptical
250959 LBS LBS
250984 - LBS
251013 - Elliptical
251020 - Elliptical
251021 - Elliptical
251024 - Elliptical
251073 - Elliptical
251075 - Elliptical
251110 Sab-Scd NotElliptical
251125 Sd-Irr NotElliptical
251137 Sd-Irr NotElliptical
251142 - LBS
251212 LBS NotElliptical
251218 Sd-Irr NotElliptical
251225 - Elliptical
251227 - Elliptical
251233 Sd-Irr NotElliptical
251247 Sd-Irr NotElliptical
251268 - Elliptical
251269 - Elliptical
251297 Sab-Scd NotElliptical
251347 - LBS
251367 Sd-Irr NotElliptical
251384 - Elliptical
251391 Sd-Irr NotElliptical
251400 - LBS
251401 Sd-Irr NotElliptical
251455 Sd-Irr NotElliptical
251469 Sd-Irr NotElliptical
251502 Sd-Irr NotElliptical
251504 Sd-Irr NotElliptical
251536 - Elliptical
251572 - LBS
251607 Sd-Irr NotElliptical
251645 Sd-Irr NotElliptical
251658 LBS LBS
251786 - LBS
251889 - Elliptical
251893 Sd-Irr NotElliptical
251898 Sd-Irr NotElliptical
251905 Sd-Irr NotElliptical
251926 Sd-Irr NotElliptical
251941 Sab-Scd NotElliptical
251969 Sd-Irr NotElliptical
251976 - LBS
251999 E Elliptical
252005 S0-Sa NotElliptical
252008 Sd-Irr NotElliptical
252012 Sd-Irr NotElliptical
252015 Sd-Irr NotElliptical
252017 E Elliptical
252021 S0-Sa NotElliptical
252030 Sd-Irr NotElliptical
252033 Sd-Irr NotElliptical
252051 Sab-Scd NotElliptical
252057 E Elliptical
252059 LBS NotElliptical
252066 Sd-Irr NotElliptical
252074 Sd-Irr NotElliptical
252078 Sd-Irr NotElliptical
252080 Sd-Irr NotElliptical
252091 Sd-Irr NotElliptical
252099 Sd-Irr NotElliptical
252128 Sd-Irr NotElliptical
252182 - Elliptical
252206 Sd-Irr NotElliptical
252214 Sd-Irr NotElliptical
252249 - Elliptical
252285 S0-Sa NotElliptical
252305 - Elliptical
260801 - Elliptical
260804 LBS LBS
260836 - LBS
260906 - Elliptical
261010 - LBS
261011 Sab-Scd NotElliptical
261028 Sd-Irr NotElliptical
261031 Sab-Scd NotElliptical
261050 Sd-Irr NotElliptical
261066 - LBS
261067 - LBS
261074 Sab-Scd LBS
261077 - Elliptical
261115 Sab-Scd NotElliptical
261183 S0-Sa NotElliptical
261184 - LBS
261219 - Elliptical
261226 LBS LBS
261320 Sab-Scd NotElliptical
261321 Sd-Irr LBS
261331 - LBS
261338 - LBS
261341 - LBS
261374 Sab-Scd NotElliptical
261375 S0-Sa NotElliptical
261401 Sd-Irr NotElliptical
261407 Sab-Scd NotElliptical
261413 E Elliptical
261414 LBS LBS
261416 LBS LBS
261418 - Elliptical
261450 Sab-Scd NotElliptical
261454 LBS LBS
261477 E Elliptical
261480 E Elliptical
261498 Sd-Irr NotElliptical
261516 Sd-Irr NotElliptical
261519 S0-Sa NotElliptical
261521 E Elliptical
261522 E Elliptical
261545 - Elliptical
261575 E Elliptical
261576 Sab-Scd NotElliptical
261594 - LBS
261596 LBS LBS
261610 - LBS
261612 - LBS
261613 S0-Sa NotElliptical
261642 - LBS
261645 - LBS
261671 E LBS
261686 Sd-Irr NotElliptical
261714 Sd-Irr NotElliptical
261718 E Elliptical
261719 S0-Sa NotElliptical
261720 E Elliptical
261721 E LBS
261727 Sab-Scd NotElliptical
261738 Sd-Irr NotElliptical
261748 Sd-Irr NotElliptical
261772 - Elliptical
261785 Sd-Irr NotElliptical
261797 LBS LBS
261824 Sd-Irr NotElliptical
261839 - LBS
261876 S0-Sa NotElliptical
261911 - Elliptical
261955 - LBS
261958 Sd-Irr NotElliptical
261979 Sd-Irr LBS
261984 - Elliptical
261998 Sd-Irr NotElliptical
262012 - Elliptical
262013 - Elliptical
262015 - LBS
262017 - Elliptical
262019 - LBS
262021 - Elliptical
262043 - Elliptical
262044 E LBS
262071 - LBS
262078 Sd-Irr NotElliptical
262089 - Elliptical
262093 Sab-Scd NotElliptical
262108 Sd-Irr NotElliptical
262110 Sd-Irr NotElliptical
262130 Sd-Irr NotElliptical
262132 - Elliptical
262145 LBS LBS
262157 - Elliptical
262220 - Elliptical
262256 S0-Sa NotElliptical
262257 LBS LBS
262258 Sd-Irr NotElliptical
262261 - LBS
262264 Sd-Irr NotElliptical
262265 - LBS
262266 Sab-Scd LBS
262267 Sd-Irr LBS
262285 LBS LBS
262291 - Elliptical
262292 Sab-Scd NotElliptical
262293 - LBS
262298 - Elliptical
262299 - Elliptical
262301 - Elliptical
262338 - LBS
262340 - Elliptical
262344 - Elliptical
262361 - Elliptical
262362 - LBS
262363 LBS LBS
262371 Sd-Irr NotElliptical
262386 Sab-Scd NotElliptical
262393 Sab-Scd NotElliptical
262397 - Elliptical
262408 Sd-Irr NotElliptical
262424 S0-Sa NotElliptical
262444 Sd-Irr NotElliptical
262531 - LBS
262536 - Elliptical
262542 - LBS
262589 Sab-Scd LBS
262601 - LBS
262627 Sab-Scd NotElliptical
262660 LBS LBS
262662 - LBS
262776 - LBS
262777 Sd-Irr LBS
262798 Sd-Irr LBS
262821 Sd-Irr LBS
262853 S0-Sa NotElliptical
262856 S0-Sa NotElliptical
262858 Sd-Irr LBS
262890 LBS LBS
262941 Sd-Irr NotElliptical
262967 Sd-Irr NotElliptical
262979 S0-Sa NotElliptical
262992 Sd-Irr LBS
263044 S0-Sa NotElliptical
263045 - LBS
263070 - Elliptical
263071 - Elliptical
263085 Sd-Irr NotElliptical
263113 Sd-Irr NotElliptical
263144 - Elliptical
263146 - Elliptical
263161 Sd-Irr NotElliptical
263175 - Elliptical
263180 Sd-Irr NotElliptical
263182 Sd-Irr NotElliptical
263188 Sd-Irr NotElliptical
263201 - Elliptical
265075 S0-Sa NotElliptical
265087 - Elliptical
265105 - LBS
265124 - Elliptical
265179 - Elliptical
265200 Sab-Scd NotElliptical
265203 - Elliptical
265241 - LBS
265254 Sd-Irr NotElliptical
265266 - LBS
265288 Sd-Irr NotElliptical
265307 Sd-Irr NotElliptical
265317 Sab-Scd NotElliptical
265333 Sd-Irr NotElliptical
265359 LBS LBS
265378 Sd-Irr NotElliptical
265388 - Elliptical
265396 - LBS
265411 S0-Sa NotElliptical
265416 Sd-Irr NotElliptical
265417 Sd-Irr NotElliptical
265426 E Elliptical
265427 E Elliptical
265428 E Elliptical
265434 S0-Sa NotElliptical
265438 Sab-Scd NotElliptical
265464 Sd-Irr NotElliptical
265471 Sd-Irr NotElliptical
265514 Sd-Irr NotElliptical
265532 E Elliptical
265549 Sd-Irr NotElliptical
265561 Sd-Irr NotElliptical
265563 Sd-Irr NotElliptical
265570 Sd-Irr NotElliptical
265581 - Elliptical
265582 Sab-Scd LBS
265583 - LBS
265598 Sd-Irr LBS
265656 Sd-Irr NotElliptical
265713 - LBS
265715 - LBS
265724 Sd-Irr NotElliptical
265749 Sab-Scd NotElliptical
265780 Sab-Scd NotElliptical
265799 - Elliptical
265801 - LBS
265859 S0-Sa NotElliptical
265868 Sab-Scd NotElliptical
265903 Sd-Irr NotElliptical
265908 Sab-Scd NotElliptical
265910 Sd-Irr NotElliptical
265911 S0-Sa NotElliptical
265932 S0-Sa NotElliptical
265940 S0-Sa NotElliptical
265941 E Elliptical
265945 S0-Sa NotElliptical
265948 E LBS
265965 Sd-Irr NotElliptical
265966 Sd-Irr NotElliptical
265977 E Elliptical
265981 Sab-Scd NotElliptical
265983 Sab-Scd NotElliptical
265985 S0-Sa NotElliptical
265986 Sab-Scd NotElliptical
266003 Sd-Irr NotElliptical
266016 Sd-Irr NotElliptical
266025 Sd-Irr NotElliptical
266030 Sab-Scd NotElliptical
266031 S0-Sa NotElliptical
266035 S0-Sa NotElliptical
266037 Sab-Scd NotElliptical
266055 Sd-Irr NotElliptical
266057 Sd-Irr NotElliptical
266062 Sd-Irr NotElliptical
266071 - Elliptical
266075 - Elliptical
266085 Sd-Irr NotElliptical
266089 Sd-Irr NotElliptical
266099 Sab-Scd NotElliptical
266158 E Elliptical
266169 LBS LBS
266171 Sd-Irr NotElliptical
266178 S0-Sa NotElliptical
266179 Sd-Irr NotElliptical
266188 Sd-Irr NotElliptical
266189 Sd-Irr NotElliptical
266198 Sd-Irr NotElliptical
266199 Sd-Irr NotElliptical
266219 Sd-Irr NotElliptical
266225 - LBS
266245 - Elliptical
266252 - Elliptical
266253 - LBS
266266 LBS LBS
266277 Sd-Irr NotElliptical
266293 LBS LBS
266335 - Elliptical
266337 - Elliptical
266409 Sd-Irr NotElliptical
266413 Sd-Irr NotElliptical
266418 Sab-Scd NotElliptical
266426 E Elliptical
266470 - Elliptical
266534 Sab-Scd NotElliptical
266543 - LBS
266599 Sd-Irr NotElliptical
266608 Sab-Scd NotElliptical
266611 Sab-Scd NotElliptical
266624 Sd-Irr NotElliptical
266625 Sd-Irr NotElliptical
266632 LBS LBS
266652 Sab-Scd NotElliptical
266657 - Elliptical
266659 E Elliptical
266660 E Elliptical
266662 S0-Sa NotElliptical
266663 - LBS
266673 Sd-Irr NotElliptical
266675 Sd-Irr NotElliptical
266676 Sd-Irr NotElliptical
266678 Sd-Irr NotElliptical
266683 S0-Sa LBS
266685 Sab-Scd NotElliptical
266699 Sd-Irr NotElliptical
266700 Sd-Irr NotElliptical
266705 Sd-Irr NotElliptical
266728 Sd-Irr NotElliptical
266743 S0-Sa NotElliptical
266747 S0-Sa NotElliptical
266767 Sd-Irr NotElliptical
266774 Sd-Irr NotElliptical
266789 E LBS
266791 - Elliptical
266824 - Elliptical
266860 Sd-Irr NotElliptical
266867 Sd-Irr NotElliptical
266876 Sab-Scd NotElliptical
266880 - LBS
266881 - Elliptical
266885 - Elliptical
266891 LBS NotElliptical
266898 Sd-Irr NotElliptical
266906 E Elliptical
266910 - Elliptical
266912 - Elliptical
266937 Sd-Irr NotElliptical
266954 - Elliptical
266984 - Elliptical
267010 - Elliptical
267011 - Elliptical
267014 E Elliptical
267086 Sab-Scd NotElliptical
267099 Sd-Irr NotElliptical
267130 LBS LBS
267194 - Elliptical
267199 S0-Sa NotElliptical
267209 Sd-Irr NotElliptical
267229 - LBS
267245 Sd-Irr NotElliptical
267386 - LBS
267435 - LBS
267481 Sd-Irr NotElliptical
267486 Sd-Irr NotElliptical
267489 S0-Sa NotElliptical
267507 Sd-Irr NotElliptical
267514 Sd-Irr LBS
267518 E Elliptical
267524 Sab-Scd NotElliptical
267525 Sab-Scd NotElliptical
267535 Sd-Irr NotElliptical
267546 E LBS
267602 - Elliptical
271421 - Elliptical
271424 - Elliptical
271427 - Elliptical
271469 Sd-Irr NotElliptical
271514 Sd-Irr NotElliptical
271538 - Elliptical
271562 Sab-Scd NotElliptical
271591 - Elliptical
271610 E Elliptical
271611 - Elliptical
271617 - Elliptical
271699 Sab-Scd NotElliptical
271940 Sd-Irr NotElliptical
271948 E Elliptical
271977 - Elliptical
272043 - Elliptical
272188 - Elliptical
272190 - Elliptical
272237 Sd-Irr NotElliptical
272285 - Elliptical
272328 Sd-Irr NotElliptical
272394 - Elliptical
272424 Sd-Irr NotElliptical
272438 - Elliptical
272488 E Elliptical
272543 Sab-Scd NotElliptical
272571 Sd-Irr NotElliptical
272637 - Elliptical
272667 Sab-Scd NotElliptical
272709 LBS NotElliptical
272729 Sd-Irr NotElliptical
272748 LBS LBS
272749 - LBS
272790 Sd-Irr NotElliptical
272820 - Elliptical
272822 S0-Sa NotElliptical
272824 - Elliptical
272825 - Elliptical
272829 - Elliptical
272831 - Elliptical
272833 - Elliptical
272835 - Elliptical
272880 Sab-Scd NotElliptical
272885 - Elliptical
272964 - Elliptical
272965 Sd-Irr NotElliptical
272967 - Elliptical
272968 - Elliptical
272990 E Elliptical
272995 S0-Sa NotElliptical
272996 Sd-Irr NotElliptical
272997 - Elliptical
273038 Sab-Scd NotElliptical
273068 Sd-Irr NotElliptical
273070 Sd-Irr NotElliptical
273092 Sab-Scd NotElliptical
273099 Sd-Irr NotElliptical
273130 Sd-Irr NotElliptical
273178 Sd-Irr NotElliptical
273242 Sd-Irr NotElliptical
273256 Sd-Irr NotElliptical
273296 Sab-Scd NotElliptical
273309 Sab-Scd NotElliptical
273328 Sd-Irr NotElliptical
273336 S0-Sa NotElliptical
273341 Sab-Scd NotElliptical
273343 LBS NotElliptical
273391 Sd-Irr NotElliptical
273411 - Elliptical
273412 LBS NotElliptical
273413 - Elliptical
273449 - Elliptical
273493 - Elliptical
273494 LBS LBS
273509 Sd-Irr NotElliptical
273514 LBS NotElliptical
273542 - Elliptical
273546 - Elliptical
273547 Sab-Scd NotElliptical
273577 Sd-Irr NotElliptical
273653 Sd-Irr NotElliptical
273654 - Elliptical
273750 Sd-Irr NotElliptical
273798 LBS NotElliptical
273833 - Elliptical
273838 - Elliptical
273841 - Elliptical
273845 - Elliptical
273846 - Elliptical
273848 - Elliptical
273849 - Elliptical
273850 - Elliptical
273851 - Elliptical
273852 - Elliptical
273887 - Elliptical
273888 - Elliptical
273890 - Elliptical
273892 - Elliptical
273902 - Elliptical
273925 Sd-Irr NotElliptical
273928 - Elliptical
273951 Sd-Irr NotElliptical
273952 Sab-Scd NotElliptical
273956 Sab-Scd NotElliptical
273957 LBS NotElliptical
273963 - Elliptical
278045 Sd-Irr NotElliptical
278074 Sd-Irr NotElliptical
278109 S0-Sa NotElliptical
278110 Sd-Irr NotElliptical
278134 Sd-Irr NotElliptical
278168 Sd-Irr NotElliptical
278169 Sd-Irr NotElliptical
278241 - Elliptical
278260 Sd-Irr NotElliptical
278293 Sd-Irr NotElliptical
278348 LBS NotElliptical
278350 - Elliptical
278355 - Elliptical
278368 - Elliptical
278390 S0-Sa NotElliptical
278493 - Elliptical
278513 LBS NotElliptical
278554 Sd-Irr NotElliptical
278643 Sd-Irr NotElliptical
278645 Sd-Irr NotElliptical
278684 LBS LBS
278702 LBS NotElliptical
278703 Sd-Irr NotElliptical
278725 E Elliptical
278735 Sd-Irr NotElliptical
278741 Sd-Irr NotElliptical
278760 Sab-Scd NotElliptical
278771 LBS NotElliptical
278773 E Elliptical
278787 Sd-Irr NotElliptical
278802 S0-Sa NotElliptical
278804 E Elliptical
278812 Sab-Scd NotElliptical
278841 S0-Sa NotElliptical
278843 Sab-Scd NotElliptical
278846 Sab-Scd NotElliptical
278855 Sd-Irr NotElliptical
278878 Sab-Scd NotElliptical
278909 Sd-Irr NotElliptical
278918 Sd-Irr NotElliptical
278994 - Elliptical
278999 Sd-Irr NotElliptical
279126 Sab-Scd NotElliptical
279128 Sd-Irr NotElliptical
279148 S0-Sa NotElliptical
279160 Sd-Irr NotElliptical
279161 Sd-Irr NotElliptical
279180 LBS NotElliptical
279261 Sab-Scd NotElliptical
279324 - Elliptical
279326 - Elliptical
279401 - Elliptical
279498 - Elliptical
279578 Sab-Scd NotElliptical
279588 Sd-Irr NotElliptical
279758 Sab-Scd NotElliptical
279759 Sd-Irr NotElliptical
279781 - Elliptical
279818 Sab-Scd NotElliptical
279838 - Elliptical
279868 - Elliptical
279874 - Elliptical
279875 - LBS
279878 - Elliptical
